,stockpx,iv30,iv60,diff,"diff, %",iv90,m1atmiv,m1dtex,m2atmiv,m2dtex,m3atmiv,m3dtex,m4atmiv,m4dtex,slope,deriv,slope_inf,deriv_inf,10dclsHV,20dclsHV,60dclsHV,120dclsHV,252dclsHV,10dORHV,20dORHV,60dORHV,120dORHV,252dORHV
PPL,26.3,16.4,17.32,-0.92,-6%,17.78,14.93,12,16.92,40,17.94,103,18.79,194,2.75998,0.1565,5.39362,0.2384,15.24,13.07,13.21,17.57,20.56,16.83,16.5,16.79,33.54,29.28
GIS,75.08,15.33,16.27,-0.94,-6%,17.39,15.41,12,15.3,40,17.79,103,18.02,194,3.38246,0.0619,4.98481,0.1085,25.37,19.85,16.31,18.9,19.68,23.18,19.14,17.49,19.53,20.86
AYX,45.18,60.28,61.24,-0.96,-2%,56.18,45.31,12,65.6,40,54.39,103,57.53,131,0.08015,0.0258,2.54357,0.0863,33.03,39.16,65.95,56.03,56.98,36.22,42.06,60.05,53.54,54.36
BEKE,14.88,53.89,54.87,-0.98,-2%,54.2,51.85,12,54.63,40,53.97,103,51.9,194,0.85324,0.0685,2.04709,0.056,33.49,44.37,49.94,49.74,65.88,35.15,45.15,53.75,52.88,68.23
CRWD,150.79,37.59,38.57,-0.98,-3%,40.47,37.12,12,37.38,40,41.14,103,42.11,159,0.85632,0.0725,2.20783,0.0654,24.05,34.01,40.46,42.61,49.28,29.56,36.92,42.97,45.65,51.04
SBSW,6.49,49.61,50.59,-0.98,-2%,51.45,48.95,12,49.85,40,51.75,103,46.09,194,0.00338,0,0.52504,0,35.48,38.46,46.92,42.41,48.51,37.35,35.63,39.63,37.93,43.02
NIO,10.81,67.99,69,-1.01,-1%,69.36,68.67,12,67.2,40,69.76,131,65.63,194,-2.4736,0.1428,-0.12016,0.0979,72.89,75.63,67.57,62.79,74.14,75.84,75.68,67.87,74.95,79.7
BN,32.4,28.81,29.83,-1.02,-4%,29.99,26.32,12,29.7,40,30.04,103,27.41,194,3.70335,0.0016,0.88802,0.2925,32.61,28.43,30.02,34.44,34.96,30.57,27.01,29.97,32.54,33.82
UA,7.23,49.22,50.25,-1.03,-2%,47.05,38.56,12,53.01,40,45.92,103,45.78,194,0.01198,0.0011,1.06495,0.0994,29.21,31.48,37.61,39.65,46.91,34.28,32.96,39.01,42.34,48.17
BITO,16.4,46.95,48,-1.05,-2%,45.57,41.23,12,45.88,40,48.76,68,44.44,131,-0.20695,0.08,1.39531,0.4667,26.92,43.47,50.23,59.54,57.29,30.63,41.79,43.33,48.75,49.95
MVIS,4.38,129.13,130.19,-1.06,-1%,127.03,123.77,12,133.76,40,123.55,131,123.61,194,-0.65864,0.2181,-1.53547,0.1476,118.74,142.42,130.1,107.76,89.94,107.01,132.51,132.76,112.48,96.55
SCHH,19.91,15.33,16.4,-1.07,-7%,16.95,13.62,12,15.93,40,17.14,103,19.22,194,1.26814,0.1186,8.02477,0.4697,10.04,15.86,17.42,19.55,22.71,17.51,18.36,18.78,20.8,22.79
LI,37.06,52.99,54.06,-1.07,-2%,52.96,50.68,12,55.66,40,53.49,68,51.71,159,-1.33038,0.0872,0.84727,0.085,30.31,39.26,49.02,49.23,66.13,36.86,39.38,46.43,48.14,67.01
JEPI,55.05,6.22,7.29,-1.07,-17%,7.62,4.02,12,7.01,40,7.73,103,7.55,194,9.48339,0.0001,4.17918,0.0966,5.17,4.58,7.28,8.88,11.6,5.56,4.94,7.17,9.17,11.92
GFI,13.71,37.74,38.82,-1.08,-3%,39.5,36.38,12,38.23,40,39.74,103,42.36,194,1.37013,0.0818,-0.34403,0.178,32.62,27.05,32.48,40.11,52.16,32.73,30.59,33.71,36.54,47.3
BOIL,65.45,105.17,106.25,-1.08,-1%,110.48,99.39,12,105.91,40,107.01,68,118.7,159,-0.02797,0.0697,-0.61927,0.0688,85.25,103.4,102.6,126.15,134.16,93.17,104.48,97.69,116.54,126.33
LEVI,13.96,28.72,29.8,-1.08,-4%,32.46,26.78,12,29.41,40,29.91,68,33.66,103,2.19723,0.0031,3.72936,0.0876,49.54,38.98,31.25,40.03,42.23,41.12,34.7,31.14,37.7,41.51
AES,21.4,27.23,28.33,-1.1,-4%,28.18,23.76,12,28.47,40,28.01,131,28.39,194,2.73823,0.0538,3.50172,0.178,25.95,26.85,28.81,27.7,31.93,28.25,30.11,31.98,31.31,33.59
SDS,34.49,24.53,25.68,-1.15,-5%,26.81,23.99,12,24.99,40,25.78,68,29.26,159,-3.40682,0.1171,-3.06513,0.1505,18.2,18.94,22.91,27.79,36.9,18.35,20.1,22.76,29.01,37.25
VIPS,16.21,43.89,45.05,-1.16,-3%,44.96,40.4,12,45.13,40,44.86,131,44.54,194,1.72495,0.0835,1.10007,0.0499,29.96,36.14,46.38,42.55,51.83,33.82,39.06,48.73,46.25,54.99
VLY,8.01,49.52,50.69,-1.17,-2%,50.51,50.71,12,49.09,40,51.15,68,49,159,2.68569,0.038,4.43912,0.2094,35.38,40.5,67.53,54.47,43.84,36.6,42.31,69.05,62.78,49.48
AQN,7.7,36.54,37.71,-1.17,-3%,37.2,32.01,12,38.15,40,37.03,103,31.38,194,0,0,0,0,33.97,31.3,27.48,28.36,38.03,32.71,32.2,31.96,32.6,38.88
IQ,5.23,56.76,57.97,-1.21,-2%,56.97,57.43,12,56.25,40,56.54,68,57.99,159,0.40687,0.1282,2.13651,0.1002,41.07,53.47,57.82,62.71,86.68,43.88,54.13,64.95,72.95,93.96
SGOL,18.5,11.47,12.69,-1.22,-11%,12.99,10.33,12,11.87,40,12.93,68,13.14,159,-0.1027,0,0.27316,0,6.39,7.79,11.53,14.32,14.72,7.87,8.77,11.25,12.72,12.85
BEN,27.75,25.05,26.28,-1.23,-5%,26.05,21,12,26.48,40,25.97,103,26.58,194,3.12358,0.003,4.73835,0.0927,27.97,27.08,24.9,26.68,31.42,28.88,27.47,28.28,30.71,34.32
HWM,50.7,22.62,23.86,-1.24,-5%,23.52,18.29,12,24.16,40,23.4,103,23.29,194,0.90343,0.2141,3.6431,0.1234,17.64,16.4,20.71,23.68,25.95,20.97,19.23,22.46,26.73,28.78
UBS,20.31,24.28,25.57,-1.29,-5%,27.24,24.68,12,24.14,40,29.06,131,27.91,194,0.13211,0.0059,4.34126,0.1903,26.28,20.98,26.53,35.75,36.41,20.78,17.12,22.04,28.76,29.31
ADBE,504.74,28.7,29.99,-1.29,-4%,30.52,29.05,12,28.45,40,30.67,68,30.45,103,0.89689,0.0919,2.30603,0.0736,19.86,25.17,35.79,35.31,39.63,23.81,31.64,35.69,34.08,37.75
PBR,13.56,40.05,41.34,-1.29,-3%,38.55,38.3,12,40.41,40,40.32,68,37.72,103,1.54105,0.059,1.82107,0.0162,23.29,39.65,40.17,39.26,48.73,28.24,35,40.42,54,52.47
BIDU,143.33,43.28,44.59,-1.31,-3%,43.89,42.08,12,44.22,40,44.22,68,43.74,103,-0.54612,0.0811,0.67348,0.0879,44.96,42.43,44.78,53.96,54.24,37.08,38.38,41.11,47.43,50.11
SPMB,21.62,23.78,25.1,-1.32,-6%,23.4,15.98,12,26.56,40,21.54,131,9.61,222,0.01069,0,5.3842,0,7.94,7.23,7.55,8.4,9.01,6.78,6.72,6.77,7.41,8.06
FSM,3.14,46.04,47.37,-1.33,-3%,47.49,44.67,12,46.52,40,47.62,68,47.18,159,-0.46043,0.0018,-1.14216,0.1274,30.63,33.66,34.47,44.57,55.16,36.7,39.32,41.18,47.92,56.95
ING,13.93,27.71,29.06,-1.35,-5%,28.24,21.92,12,29.77,40,27.95,103,28.88,194,3.17917,0,5.56063,0,22.52,24.82,28.9,33.56,34.69,18.78,18.47,22.18,26.08,27.66
LYB,91.8,23.96,25.34,-1.38,-6%,25.39,22.52,12,24.47,40,25.6,68,24.9,159,3.30418,0.0749,4.38398,0.0769,19.34,20.59,24.8,24.51,28.8,22.98,24.43,25.45,26.76,29.7
AVGO,882.05,28.39,29.78,-1.39,-5%,30.2,28.44,12,28.18,40,30.56,68,30.04,103,0.73643,0.0838,1.85608,0.0913,26.9,35.21,38.47,32.01,32.86,27.39,33.21,38.91,32.53,33.28
SOXL,24.34,76.69,78.11,-1.42,-2%,78.22,73.61,12,76.82,40,78.35,131,76.33,194,2.26786,0.0895,2.64147,0.1149,74,76.16,86.92,90.2,103.42,71.18,72.04,79.39,87.2,102.89
BTI,33.24,16.04,17.47,-1.43,-9%,17.53,11.95,12,17.5,40,17.46,68,17.71,159,0.4543,0.0083,2.70314,0.0219,15.24,13.63,18.4,18.21,20.76,12.92,13.51,16.03,16.39,18.22
XEL,63.12,18.88,20.31,-1.43,-8%,19.94,17.71,12,19.3,40,20.6,68,18.37,159,4.85899,0.0012,1.94775,0.3738,17.39,18.12,16.44,19.95,22.1,19.14,20.88,20.79,23.11,24.25
MFC,18.56,18.36,19.89,-1.53,-8%,19.92,12.87,12,20.31,40,19.76,68,20.29,159,3.86236,0.0183,4.32683,0.0563,16.56,15.93,19.63,20.41,23.25,16.09,16.45,19.45,21.01,23.39
FUTU,43.42,48.18,49.71,-1.53,-3%,49.47,48.48,12,49.43,40,49.53,68,49.37,131,0.27042,0.0679,1.46746,0.0369,45.39,43.14,43.04,49.27,67.38,54.95,47.49,48.15,54.99,69.46
BORR,7.45,57.6,59.14,-1.54,-3%,61.14,58.15,12,57.41,40,63.35,131,66.1,159,0.04081,0.0036,1.96823,0.162,41.48,50.64,46.83,57.87,77.56,49.48,50.89,47.44,56.88,75.71
VUZI,5.23,70.46,72,-1.54,-2%,70.85,63.33,12,72.99,40,70.45,103,75.22,194,-0.3886,0.0033,0.50147,0.0516,57.01,52.9,67.38,71.33,72.87,55.61,63.45,73.76,76.37,77.84
KR,47.57,18.02,19.58,-1.56,-9%,21.15,18.31,12,19.42,40,21.71,103,22.41,194,2.77339,0.0469,3.67921,0.1053,16.09,16.7,18.71,20.33,24.23,18.09,21.65,20.7,22.08,26.9
PL,3.43,50.9,52.46,-1.56,-3%,65.83,78.96,12,40.93,40,70.53,103,65.48,194,0.06078,0,0.76902,0,30.05,38.2,71.56,65.32,64.91,44.96,55.28,69.51,65.23,67.69
VTRS,10.25,30.32,31.98,-1.66,-5%,30.61,22.33,12,33.15,40,30.13,103,29.17,194,0.57869,0.0022,2.98054,0.0247,20.51,24.83,26.8,25.28,31.17,24.5,27.33,29.58,29.26,33.72
UUUU,6.15,51.22,52.89,-1.67,-3%,52,44.36,12,53.65,40,51.69,103,52.64,194,1.05942,0.0024,0.65122,0.0463,43.52,37.47,45.92,46.77,60.61,43.3,45.51,52.65,54.61,65.24
QID,13.34,38,39.67,-1.67,-4%,40.13,34.38,12,39.29,40,40.28,103,41.24,194,-3.0889,0.0168,-3.22216,0.2636,23.18,28.21,31.64,38.49,48.48,25.56,31.12,32.51,39.74,48.79
PAGP,15.31,18.18,19.86,-1.68,-9%,20.36,15.41,12,19.17,40,20.06,68,20.79,131,0.17658,0.0007,2.89725,0.0574,17.11,20.16,25.72,26.32,29.81,20.79,21.95,25.51,27.46,31.16
UNIT,4.91,61.36,63.07,-1.71,-3%,61.43,52.58,12,64.48,40,59.64,131,60.19,194,0.96265,0.0013,3.9467,0.1952,32.7,55.12,74.56,65.24,59.14,49.41,62,74.67,68.02,60.36
UCO,26,55.03,56.75,-1.72,-3%,58.29,55.93,12,55.86,40,58.83,103,62.09,194,2.3075,0.0716,2.51703,0.0743,39.79,58.25,62.96,61.46,65.78,46.47,53.11,56.04,58.57,62.92
ASAN,23.25,57.16,58.9,-1.74,-3%,60.25,59.76,12,56.95,40,61.73,131,62.93,194,0.31948,0.0536,1.48131,0.0507,49.03,59.79,53.99,66.59,81.85,50.95,59.74,60.76,70.63,84.79
AMAT,137.56,31.73,33.48,-1.75,-6%,32.8,32.4,12,34.55,40,33.01,68,32.7,103,1.61159,0.0506,2.7011,0.0811,31.17,28.88,31.7,35.16,41.04,31.48,29.88,31.64,35.56,41.7
CHPT,8.93,70.78,72.53,-1.75,-2%,73.25,71.38,12,69.01,40,74.05,131,72.74,194,0.05502,0.1045,0.34188,0.1195,45.43,67.67,69.93,67.37,73.5,64.99,75.32,71.63,75.26,78.99
ENB,36.39,16.49,18.27,-1.78,-11%,17.39,9.33,12,19.03,40,17.08,103,18.51,131,3.86162,0.0005,4.55231,0.0877,12.12,15.51,18.23,19.24,22.29,13.26,17.03,18.48,19.88,22.12
BILI,15.5,60.99,62.79,-1.8,-3%,64.3,64.26,12,61.61,40,64.83,103,65.19,159,-1.35224,0.156,-0.22257,0.171,48.38,56.44,52.24,59.41,86.08,40.98,48.55,50.8,58.97,79.16
OKTA,70.59,38.78,40.62,-1.84,-5%,42.58,38.2,12,39.08,40,44.73,131,46.3,194,0.15936,0.0959,1.72878,0.0721,18.92,31.97,52.31,50.03,67.92,26.84,34.84,47.08,48.28,64.07
MARA,17.39,110.11,111.97,-1.86,-2%,112.01,104.02,12,111.57,40,111.85,68,112.4,159,-1.74106,0.1333,0.24661,0.08,77.15,93.46,100.82,120.09,129.18,107.8,113.22,111.98,127.29,132.07
USHY,35.09,5.94,7.82,-1.88,-32%,8.38,5.76,12,6.01,40,8.35,68,8.45,159,0,0,0,0,6.58,5.37,6.06,7.84,10.25,6.04,5.25,5.97,7.83,10.06
LNC,26.7,44.09,45.99,-1.9,-4%,45.49,37.5,12,46.43,40,45.31,103,45.01,194,3.48392,0.0176,4.39358,0.086,23.49,30.88,45.31,50.91,57.77,35.42,40.21,52.26,54.49,56.08
MBLY,40.84,50.52,52.43,-1.91,-4%,51.46,42.77,12,53.27,40,50.39,131,49.48,159,0.18572,0.1224,1.68298,0.0604,26.75,38.49,57.45,58.94,76.84,39.63,45.45,61.94,65.15,79.47
MO,45.64,15.93,17.93,-2,-13%,18.54,14.51,12,16.12,40,19.17,68,17.06,159,3.67893,0.0981,5.00427,0.132,16.05,17.04,14.47,17.04,18.38,19.17,18.51,17.32,32.68,27.59
PDBC,13.99,13.79,15.8,-2.01,-15%,16.61,13.46,12,13.9,40,16.35,68,17.2,159,0.6495,0,2.55358,0,11.7,17.12,17.48,17.05,23.2,12.53,14.87,15.28,15.93,20.14
SPXS,14.11,37.33,39.35,-2.02,-5%,40.52,35.14,12,36.1,40,40.94,103,46.57,194,-3.39385,0.0492,-2.83138,0.3429,27.52,28.79,34.24,41.78,55.37,27.94,30.51,34.39,43.73,56.1
PBR_A,12.04,37.34,39.4,-2.06,-6%,39.32,38.89,12,36.79,40,40.17,68,37.32,159,0,0,0,0,22.76,43.14,44.03,41.26,52.69,30.13,38.37,39.98,40.82,48.2
ABEV,3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
GGB,5.41,36.01,38.07,-2.06,-6%,38.22,23.76,12,40.37,40,37.39,68,40.18,159,0.48284,0,3.16836,0,31.46,27.15,36.35,38.44,43.2,29.21,26.9,35.59,36.31,41.05
PSQ,10.62,17.79,19.85,-2.06,-12%,20.36,13.19,12,19.42,40,20.53,103,20.75,194,-0.15436,0,-3.55832,0.0002,11.68,13.87,15.85,19.19,24.16,12.87,15.5,16.36,19.92,24.47
AEO,12.3,37.79,39.87,-2.08,-6%,40.97,38.49,12,37.91,40,42.18,131,43.37,194,2.89891,0.0574,3.36281,0.0909,30.27,26.78,49.97,44.86,50.28,35.56,33.09,47.15,45.38,51.3
HLN,8.07,26.09,28.24,-2.15,-8%,27.56,18.37,12,28.83,40,26.81,131,25.84,222,0,0,0,0,22.89,20.72,21.56,23.1,26.97,18.79,17.29,21.07,21.43,26.76
MDT,87.29,17.21,19.4,-2.19,-13%,18.58,16.9,12,16.93,40,18.62,68,18.52,131,3.06879,0.118,4.61932,0.1422,13.24,14.9,22.05,21.57,24.11,14.32,16.1,21.43,22.43,24.59
PCT,11.3,87.65,89.85,-2.2,-3%,88.34,73.37,12,92.72,40,89.01,68,87.35,131,0.67226,0.0761,1.42441,0.0481,55.33,97.71,80.95,97.7,89.53,67.2,80.26,82.53,93.07,89.16
UL,51.07,14.32,16.52,-2.2,-15%,16.2,7.33,12,16.8,40,15.84,131,14.89,194,3.65661,0.0013,5.17869,0.225,10.08,12.15,12.55,14.27,16.55,8.57,9.82,10.46,24.24,20.79
TAK,15.48,20.22,22.42,-2.2,-11%,21.95,12.89,12,22.83,40,21.78,103,20.03,194,0,0,0,0,9.73,9.43,15.85,16.33,17.75,11.55,10.8,13.67,14.25,16.15
ITUB,5.83,30.77,32.98,-2.21,-7%,32.7,19.23,12,34.87,40,32.43,68,33.34,159,0.59758,0.0005,1.95804,0.0467,30.05,25.85,27.8,35.73,40.69,26.85,24.91,28.14,33.33,36.85
COMM,6.28,76.39,78.61,-2.22,-3%,76.9,66.01,12,80.08,40,75.02,131,70.07,194,0.03019,0.1531,1.00552,0.0223,50.17,50.9,63.46,64.16,68.42,75.86,71.34,71.74,68.29,70.04
ORCL,114.88,22.45,24.69,-2.24,-10%,25.69,22.91,12,21.98,40,25.86,68,25.28,159,1.52539,0.0862,2.95342,0.0952,15.36,34.42,27.26,24.43,25.84,18.71,34.08,27.17,25.31,26.99
ABCL,6.75,69.4,71.66,-2.26,-3%,67.7,53.44,12,75.07,40,66.31,103,63.65,194,-0.54013,0,2.59797,0,54.95,48.76,55.66,47.86,54.65,58.8,53.93,63.58,56.63,64.28
SDOW,24.2,34.25,36.51,-2.26,-7%,38.03,33.54,12,34.89,40,37.06,68,40.33,159,-3.29387,0.0962,-3.02606,0.281,30.28,29.46,33.16,36.96,47.5,28.24,28.92,33.2,39.25,49.36
VICI,31.79,16.13,18.39,-2.26,-14%,18.8,10.03,12,18.31,40,18.41,68,19.74,159,5.10893,0.0002,4.77431,0.0483,16.47,17.51,18.54,18.62,21.01,20.58,20.68,20.5,34.17,29.54
HL,5.35,40.05,42.35,-2.3,-6%,42.84,38.99,12,41.32,40,43.58,68,41.07,159,0.82382,0.1164,-0.24889,0.0812,37.58,33.58,35.72,39,51.85,40.91,37.62,41.77,44,55.68
SPCE,3.88,106.46,108.83,-2.37,-2%,108.43,88.33,12,106.3,40,108.29,103,105.92,194,-1.87592,0.1994,-1.43626,0.2003,95.63,154.44,115.14,104.96,86.67,104.79,146.94,119.09,109.22,91.35
DRIP,12.66,58.82,61.21,-2.39,-4%,63.91,58.04,12,59.1,40,61.83,68,68.83,159,-2.71053,0.1007,-3.48,0.0721,46.09,50.24,58.41,66.01,75.64,57.19,56.36,60.05,68.13,77.76
PSNY,4.8,79.79,82.2,-2.41,-3%,81.36,83.45,12,82.16,40,81.06,103,82.5,194,-1.93437,0.1058,-0.58651,0.052,30.47,56.22,60.13,63.87,76.18,76.92,77.15,66.37,69.95,79.84
TECS,14.2,57.3,59.72,-2.42,-4%,60.97,53.53,12,58.65,40,61.41,103,64.67,194,-3.369,0.1397,-3.24241,0.3034,38.52,45.93,54.35,59.99,76.32,41.42,48.94,53.26,61.35,76.51
PK,13.71,32.48,34.98,-2.5,-8%,34.4,24.02,12,35.49,40,34.2,103,35.09,194,5.70252,0,-0.63889,0,29.57,31.41,29.3,34.59,37.72,36.24,33.4,34.64,37.62,41.04
HCP,27.61,49.45,52,-2.55,-5%,55.35,50.41,12,49.11,40,56.53,103,54.98,131,0.78476,0.0018,2.00815,0.0425,37.17,58.38,72.08,69.66,74.89,43.78,59.62,66.96,68.95,79.52
NU,7.81,43.2,45.82,-2.62,-6%,44.93,43.22,12,47.52,40,44.61,103,44.98,194,2.24008,0.1177,2.79317,0.0896,29.16,30.76,36.67,43.82,63.52,36.83,38.54,48.01,54.72,69.75
PSTG,38.2,29.99,32.63,-2.64,-9%,35.48,29.48,12,30.18,40,36.48,103,35.18,131,1.1905,0.0413,1.82784,0.0733,13.97,22.16,51.08,47.74,40.15,22.04,26.35,43.47,41.75,39.51
MPW,9.69,47.6,50.31,-2.71,-6%,48.05,43.62,12,49.55,40,51.17,68,46.58,103,4.0794,0.0774,4.96344,0.0999,31.65,28.41,41.47,46.43,43.67,39.21,35.9,47.25,51.64,48.53
NAT,3.74,37.8,40.58,-2.78,-7%,44.53,39.53,12,37.18,40,45.91,103,48.28,194,1.12632,0,-1.49904,0,28.81,34.27,45.32,50.56,60.55,36.49,37.91,48.67,54.82,67.46
MODG,20.31,38.72,41.5,-2.78,-7%,39.9,27.05,12,42.87,40,38.14,131,35.59,194,2.11911,0.0005,3.40616,0.1246,21.88,20.1,43.42,36.51,37.3,25.69,25.79,44.48,39.35,40.36
TJX,84.74,16.63,19.41,-2.78,-17%,19.08,16.23,12,20.33,40,19.14,68,19.04,103,3.42661,0.0913,4.29755,0.1403,16.25,16.1,15.76,16.51,22.29,15.99,16.59,18.37,19.07,24.84
EQX,4.87,59.69,62.53,-2.84,-5%,61.84,50.01,12,63.13,40,61.59,103,60.7,194,-0.00658,0,-0.84412,0,50.62,42.84,48.01,54.38,67.17,53.94,50.15,53.49,59.37,68.73
WMT,154.65,14.14,17.06,-2.92,-21%,16.81,13.56,12,18.51,40,16.66,68,17.16,159,4.17754,0.1248,5.42717,0.1807,16.94,14.75,11.89,13.84,20.39,15.45,14.16,13.97,26.6,25.34
SCO,23.25,56.55,59.49,-2.94,-5%,62.38,55.29,12,57,40,63.4,103,69.97,194,-2.89873,0.05,-3.33324,0.0536,40.94,59.03,63.67,61.78,66.06,47.65,53.12,55.45,57.88,62.29
ACVA,17.52,54.69,57.64,-2.95,-5%,55.4,40.94,12,59.58,40,52.93,131,50.76,159,2.78687,0.1059,2.23052,0.0538,42.43,36.42,53.97,55.96,67.06,41.71,39.57,52.49,57.66,69.77
TDS,8.31,60.22,63.35,-3.13,-5%,59.74,42.68,12,66.46,40,55.78,131,51.37,222,0.92297,0,1.13484,0,43.45,44.12,58.13,63.2,57.55,52.33,52.19,68.46,65.56,61
RITM,9.34,20.14,23.32,-3.18,-16%,24.51,12.33,12,22.92,40,23.43,68,26.09,131,0.15298,0.003,5.51642,0.1111,16.79,18.53,22.94,25.5,31.15,19.62,21.21,25.67,27.26,32.9
YMM,7.06,54.19,57.39,-3.2,-6%,58.4,49.53,12,55.84,40,57.85,68,59.69,159,0.00247,0,0.50084,0,45.93,41.56,44.69,50.21,70.87,51.66,47,56.47,60.96,74.76
JD,36.02,44.33,47.56,-3.23,-7%,46.32,43.07,12,46.22,40,47.07,68,45.97,103,-1.14644,0.082,-0.17124,0.1086,38.83,44.6,47.12,49.4,54.86,33.68,36.94,40.76,42.82,49.85
GLNG,22.9,35.38,38.67,-3.29,-9%,38.52,26.78,12,38.44,40,38.74,68,38,159,0.57846,0.0003,1.91639,0.0269,47.34,39.74,38.77,34.14,39.28,51.16,40.16,39.96,36.92,43.41
XPEV,14.97,77.99,81.29,-3.3,-4%,80.37,76,12,77.13,40,80.04,103,77.77,194,-2.29887,0.1575,-0.29644,0.0978,77.6,82.89,81.12,72.54,93.09,86.34,79.43,70.84,69.81,86.22
CRH,55.4,22.4,25.78,-3.38,-15%,25.66,23.17,12,22.12,40,26.85,68,22.86,159,0.4065,0.0894,4.73621,0.2488,26.31,24.64,21.22,27.52,30.76,21.15,23.09,19.18,22.59,25.69
HD,313.66,18.2,21.72,-3.52,-19%,21.53,18.06,12,22.49,40,21.49,68,21.59,131,3.36052,0.0992,4.83006,0.1153,25.09,20.07,22.77,24.72,26.47,22.25,20.29,23.68,25.29,27.77
COMP,3.53,88.84,92.39,-3.55,-4%,89.27,71.26,12,95.08,40,85.84,131,84.54,194,0.01026,0.0002,1.65216,0.0287,83.18,74.42,109.83,99.22,120.98,83.6,82.78,99.22,99.03,113.35
WBA,30.57,22.31,25.97,-3.66,-16%,26.98,21.09,12,26.6,40,27.34,103,27.35,194,2.0568,0.0767,3.70823,0.1037,53.1,41.03,31.15,27.66,30.37,41.69,34.74,30.17,27.87,30.42
CRBG,18.7,29.95,33.73,-3.78,-13%,36.55,26.16,12,31.3,40,37.54,103,34.94,194,-0.16376,0.0028,-3.00746,0.4178,19.44,20.69,37.12,39,37.79,28.95,29.2,38.82,41.19,40.23
ARCC,19.12,14.61,18.41,-3.8,-26%,18.91,8.66,12,16.73,40,18.9,68,18.93,159,8.77868,0.0004,7.05814,0.061,9.26,13.27,17.44,19.93,22.84,14.66,15.04,18.48,21.28,24.02
SOXS,9.98,80.57,84.47,-3.9,-5%,86.99,74.16,12,80.86,40,89.76,131,91.69,194,-3.31388,0.0928,-3.40179,0.1154,74.82,75.17,87.51,91.13,105.93,74.64,74.02,85.68,92.34,106.45
ESRT,8.13,42.03,46.02,-3.99,-9%,45.63,34.16,12,44.82,40,46.38,68,43.86,159,0.00445,0,3.86155,0,34.81,39.58,50.17,48.74,42.91,45.54,46.07,51.97,52.41,46.29
ARCO,10.73,32.74,36.75,-4.01,-12%,34.96,17.12,12,38.29,40,32.99,131,32.93,222,0.00453,0,3.30301,0,25.65,26.58,32.79,31.64,34.77,30.69,34.64,35.13,36.56,40.56
XP,23.15,48.62,52.68,-4.06,-8%,51.61,48.39,12,53.74,40,50.44,131,49.05,194,2.19167,0.0801,2.21186,0.0832,39.33,47.39,46.29,59.61,61.69,41.17,47.53,50.73,58.17,60.87
UNG,7.3,56.17,60.32,-4.15,-7%,64.39,53.91,12,58.87,40,65.82,103,74,194,0.29921,0.0906,0.34582,0.0653,45.52,54.4,55.02,66.94,71.6,48.84,54.27,51.92,61.04,66.32
NRGV,2.96,106.19,110.4,-4.21,-4%,107.65,87.71,12,112.76,40,104.64,131,96.08,194,-0.00905,0,-1.03324,0.0001,108.86,100.73,102.57,109.23,114.76,140.52,126.73,124.2,126.77,132.11
SNOW,172.05,49.47,53.76,-4.29,-9%,52.42,46.31,12,48.57,40,53.51,68,50.83,131,0.38738,0.0819,1.71771,0.0616,39.42,46.85,60.81,63.01,69.05,47.67,54.91,58.15,59.88,66.57
JMIA,4.24,76.22,80.51,-4.29,-6%,78.47,79.61,12,82.59,40,76.23,131,74.17,194,-0.32251,0.0024,0.08011,0.0543,90.37,83.76,76.02,77.09,81.3,93.92,84.36,79.57,80.69,85.19
CRM,221.17,26.22,30.56,-4.34,-17%,29.95,25.73,12,26.43,40,30.83,68,28.66,131,1.08463,0.0941,2.61544,0.0947,23.27,26.79,26.82,32.02,37.84,22.97,29.27,28.66,31.02,36.93
LOW,229.43,19.9,24.32,-4.42,-22%,23.47,19.9,12,20.37,40,23.17,103,23.48,194,2.84605,0.1044,3.95462,0.128,22.43,20.71,22.96,25.4,29.25,20.44,19.97,23.75,27.02,30.43
PANW,250.23,29.56,34.09,-4.53,-15%,34.33,28.6,12,29.14,40,34.55,68,33.81,159,1.13897,0.0877,2.31352,0.0507,23.54,30.36,34.75,35.62,39.28,26.2,32.02,33.91,33,37.55
GPS,9.58,48.77,53.33,-4.56,-9%,53.51,50.7,12,49.44,40,53.59,68,53.34,159,1.93381,0.073,3.1349,0.0792,39.97,44.11,56.28,53.01,52.04,46.9,48.52,56,54.89,56.25
CHWY,38.57,45.1,49.7,-4.6,-10%,50.59,44.71,12,44.96,40,51.94,68,49.95,103,0.6372,0.0598,2.01338,0.0678,34.1,36.64,59.85,55.71,59.15,40.17,44.05,52.61,57.73,66.26
SHV,110.11,7.23,11.85,-4.62,-64%,9.95,5.83,12,7.72,40,13.06,68,5.38,131,0,0,0,0,0.32,0.32,1.14,1.18,0.96,0.3,0.3,0.71,0.74,0.61
NXE,4.65,43.89,48.59,-4.7,-11%,48.84,31.24,12,48.39,40,49.1,131,49.59,222,2.5358,0.0005,0.11991,0.0802,41.49,38.94,46.67,43.67,55.39,43.89,43.92,48.37,47.93,57.53
